start_station,end_station,ride_type,route_percent_x_rider_type,running_count,total_count
Federal St & Polk St,Wabash Ave & Roosevelt Rd,casual,0.009733798896787334,239103,1366373
Halsted St & Polk St,Clinton St & Jackson Blvd,casual,0.009733798896787334,238704,1366373
Michigan Ave & 14th St,Calumet Ave & 18th St,member,0.009707385465676302,248503,2534153
Orleans St & Merchandise Mart Plaza,McClurg Ct & Ohio St,member,0.009707385465676302,248749,2534153
Clinton St & Washington Blvd,State St & Kinzie St,member,0.009707385465676302,248995,2534153
Clark St & Ida B Wells Dr,Michigan Ave & 14th St,member,0.009707385465676302,249241,2534153
Clinton St & Jackson Blvd,New St & Illinois St,member,0.009707385465676302,249487,2534153
Kingsbury St & Erie St,LaSalle St & Jackson Blvd,member,0.009707385465676302,249733,2534153
Wells St & Huron St,Michigan Ave & Pearson St,member,0.009707385465676302,249979,2534153
Burnham Harbor,Lake Park Ave & 47th St,member,0.009667924549149163,250959,2534153
Wabash Ave & Roosevelt Rd,Shedd Aquarium,member,0.009667924549149163,250469,2534153
Broadway & Wilson Ave,Clark St & Leland Ave,member,0.009667924549149163,250714,2534153
Halsted St & Roscoe St,Broadway & Waveland Ave,member,0.009667924549149163,250224,2534153
Broadway & Granville Ave,Peterson/Ridge Metra,member,0.009667924549149163,251204,2534153
Desplaines St & Kinzie St,Clinton St & Washington Blvd,member,0.009667924549149163,251449,2534153
Sheridan Rd & Irving Park Rd,Broadway & Sheridan Rd,member,0.009667924549149163,251694,2534153
Ellis Ave & 60th St,Ellis Ave & 60th St,member,0.009667924549149163,251939,2534153
Wilton Ave & Belmont Ave,Halsted St & Roscoe St,casual,0.009660612438916753,240423,1366373
Woodlawn Ave & 55th St,University Ave & 59th St,casual,0.009660612438916753,240027,1366373
University Ave & 59th St,Kimbark Ave & 53rd St,casual,0.009660612438916753,239631,1366373
Clarendon Ave & Gordon Ter,Sheridan Rd & Irving Park Rd,casual,0.009660612438916753,239763,1366373
Wells St & Hubbard St,Desplaines St & Kinzie St,member,0.009628463632622025,252183,2534153
Clarendon Ave & Gordon Ter,Clarendon Ave & Junior Ter,member,0.009628463632622025,252427,2534153
New St & Illinois St,Canal St & Madison St,member,0.009628463632622025,252671,2534153
Ellis Ave & 58th St,Shore Dr & 55th St,member,0.009628463632622025,252915,2534153
Broadway & Berwyn Ave,Clark St & Winnemac Ave,member,0.009628463632622025,253159,2534153
State St & Chicago Ave,Wells St & Concord Ln,member,0.009628463632622025,253403,2534153
Canal St & Adams St,Green St & Madison St,member,0.009628463632622025,253647,2534153
Ellis Ave & 60th St,Shore Dr & 55th St,casual,0.009587425981046171,241475,1366373
Sheridan Rd & Irving Park Rd,Clarendon Ave & Gordon Ter,casual,0.009587425981046171,241082,1366373
Columbus Dr & Randolph St,State St & Randolph St,casual,0.009587425981046171,241868,1366373
Wells St & Hubbard St,Wells St & Elm St,casual,0.009587425981046171,241999,1366373
Loomis St & Lexington St,Loomis St & Lexington St,casual,0.00951423952317559,243433,1366373
Southport Ave & Irving Park Rd,Southport Ave & Roscoe St,casual,0.00951423952317559,243693,1366373
Orleans St & Merchandise Mart Plaza,Wells St & Elm St,casual,0.009441053065305008,244596,1366373
Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,casual,0.009441053065305008,244338,1366373
Clark St & Elm St,Wells St & Huron St,casual,0.009441053065305008,244725,1366373
Clark St & Lincoln Ave,Clark St & Lincoln Ave,member,0.009352237216932048,263963,2534153
McClurg Ct & Ohio St,Navy Pier,member,0.009312776300404908,264435,2534153
Adler Planetarium,Adler Planetarium,member,0.009312776300404908,264671,2534153
Michigan Ave & Jackson Blvd,Indiana Ave & Roosevelt Rd,casual,0.009221493691693264,248541,1366373
Wilton Ave & Belmont Ave,Southport Ave & Roscoe St,casual,0.009221493691693264,248289,1366373
Michigan Ave & Oak St,Navy Pier,member,0.00915493263429635,273101,2534153
Blackstone Ave & 59th St,Ellis Ave & 58th St,casual,0.009075120775952102,250914,1366373
Kedzie Ave & Palmer Ct,California Ave & Milwaukee Ave,casual,0.009075120775952102,251038,1366373
Sedgwick St & Webster Ave,Sedgwick St & North Ave,casual,0.009075120775952102,251410,1366373
Wells St & Huron St,Clark St & Elm St,casual,0.009075120775952102,251534,1366373
Ellis Ave & 60th St,Woodlawn Ave & 58th St,casual,0.009001934318081519,253134,1366373
Broadway & Waveland Ave,Broadway & Barry Ave,casual,0.009001934318081519,252765,1366373
Ellis Ave & 55th St,Ellis Ave & 58th St,casual,0.009001934318081519,252519,1366373
Field Blvd & South Water St,Dusable Harbor,casual,0.008855561402340357,256664,1366373
Clifton Ave & Armitage Ave,Elston Ave & Cortland St,casual,0.008855561402340357,255333,1366373
DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Diversey Pkwy,casual,0.008855561402340357,256180,1366373
Pine Grove Ave & Irving Park Rd,Sheridan Rd & Irving Park Rd,casual,0.008782374944469776,257984,1366373
DuSable Lake Shore Dr & Monroe St,Burnham Harbor,member,0.008760323469024956,292607,2534153
DuSable Lake Shore Dr & North Blvd,Michigan Ave & Oak St,member,0.008760323469024956,293939,2534153
Ravenswood Ave & Berteau Ave,Ravenswood Ave & Lawrence Ave,casual,0.008709188486599193,260128,1366373
Wolcott Ave & Polk St,Loomis St & Lexington St,casual,0.008709188486599193,260247,1366373
LaSalle St & Illinois St,Dearborn Pkwy & Delaware Pl,casual,0.008709188486599193,258819,1366373
Clark St & Drummond Pl,Clark St & Armitage Ave,casual,0.008709188486599193,260009,1366373
Sheffield Ave & Wellington Ave,Broadway & Barry Ave,casual,0.008636002028728613,260719,1366373
DuSable Lake Shore Dr & North Blvd,Clark St & Elm St,casual,0.008636002028728613,261309,1366373
DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & North Blvd,member,0.00856301888638926,303351,2534153
Indiana Ave & Roosevelt Rd,DuSable Lake Shore Dr & Monroe St,member,0.00856301888638926,304219,2534153
Benson Ave & Church St,Chicago Ave & Washington St,casual,0.00856281557085803,261779,1366373
Clark St & Lincoln Ave,Larrabee St & Webster Ave,casual,0.00856281557085803,262130,1366373
Canal St & Madison St,Wells St & Huron St,casual,0.00856281557085803,262247,1366373
Navy Pier,Indiana Ave & Roosevelt Rd,member,0.00852355796986212,304435,2534153
Morgan St & Polk St,Morgan St & Polk St,casual,0.00848962911298745,262712,1366373
Ellis Ave & 60th St,Blackstone Ave & 59th St,casual,0.00848962911298745,262944,1366373
Chicago Ave & Sheridan Rd,Chicago Ave & Sheridan Rd,member,0.00844463613680784,309603,2534153
Wells St & Concord Ln,Clark St & Lincoln Ave,casual,0.008416442655116868,264905,1366373
Elston Ave & Cortland St,Sheffield Ave & Kingsbury St,casual,0.008416442655116868,264790,1366373
Fairbanks Ct & Grand Ave,Wabash Ave & Grand Ave,casual,0.008416442655116868,263755,1366373
Lake Park Ave & 53rd St,Ellis Ave & 55th St,casual,0.008416442655116868,263985,1366373
Ellis Ave & 55th St,Blackstone Ave & 59th St,casual,0.008416442655116868,264560,1366373
Clark St & Elm St,Clark St & Armitage Ave,casual,0.008416442655116868,264675,1366373
Sheridan Rd & Irving Park Rd,Broadway & Waveland Ave,casual,0.008343256197246287,265931,1366373
Larrabee St & Kingsbury St,Clinton St & Washington Blvd,casual,0.008343256197246287,266045,1366373
Woodlawn Ave & 58th St,Woodlawn Ave & 55th St,casual,0.008343256197246287,265703,1366373
Millennium Park,DuSable Lake Shore Dr & Monroe St,member,0.008326253387226423,315764,2534153
Kingsbury St & Erie St,Kingsbury St & Erie St,casual,0.008270069739375704,266497,1366373
Wells St & Walton St,Wells St & Hubbard St,casual,0.008270069739375704,266949,1366373
Kimbark Ave & 53rd St,University Ave & 59th St,casual,0.008270069739375704,267966,1366373
Sheridan Rd & Irving Park Rd,Sheridan Rd & Montrose Ave,casual,0.008196883281505123,268639,1366373
Clark St & Wrightwood Ave,Wilton Ave & Diversey Pkwy,casual,0.008196883281505123,268975,1366373
Southport Ave & Irving Park Rd,Sheridan Rd & Irving Park Rd,casual,0.008196883281505123,269199,1366373
Morgan Ave & 14th Pl,Morgan St & Polk St,casual,0.008196883281505123,269871,1366373
Navy Pier,McClurg Ct & Ohio St,member,0.008168409721117865,322443,2534153
Broadway & Sheridan Rd,Sheridan Rd & Irving Park Rd,casual,0.008123696823634542,271428,1366373
Woodlawn Ave & 58th St,Lake Park Ave & 56th St,casual,0.008123696823634542,270873,1366373
MLK Jr Dr & 29th St,State St & 33rd St,casual,0.008123696823634542,270984,1366373
Clinton St & Madison St,Franklin St & Jackson Blvd,casual,0.008123696823634542,271206,1366373
Clark St & Armitage Ave,Lincoln Ave & Fullerton Ave,casual,0.008123696823634542,271317,1366373
Woodlawn Ave & 58th St,Blackstone Ave & 59th St,casual,0.008050510365763961,272309,1366373
Calumet Ave & 18th St,Calumet Ave & 18th St,member,0.008010566055009306,334968,2534153
Broadway & Barry Ave,Broadway & Waveland Ave,casual,0.007977323907893378,273625,1366373
Broadway & Waveland Ave,Sheridan Rd & Montrose Ave,casual,0.007977323907893378,273843,1366373
Theater on the Lake,DuSable Lake Shore Dr & North Blvd,member,0.007971105138482168,338414,2534153
University Ave & 59th St,Blackstone Ave & 59th St,casual,0.007904137450022797,275364,1366373
Dusable Harbor,Michigan Ave & Oak St,member,0.007892183305427888,341635,2534153
Millennium Park,Michigan Ave & 8th St,member,0.007892183305427888,342035,2534153
Wells St & Elm St,State St & Chicago Ave,casual,0.007830950992152216,277409,1366373
Pine Grove Ave & Waveland Ave,Wilton Ave & Addison St,casual,0.007830950992152216,277623,1366373
Racine Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,casual,0.007830950992152216,277730,1366373
Sedgwick St & North Ave,Sedgwick St & Webster Ave,casual,0.007830950992152216,278265,1366373
Adler Planetarium,Shedd Aquarium,member,0.00777380055584647,348203,2534153
Kingsbury St & Kinzie St,Desplaines St & Kinzie St,casual,0.007757764534281634,278690,1366373
Kingsbury St & Kinzie St,Dearborn Pkwy & Delaware Pl,casual,0.007757764534281634,279114,1366373
Broadway & Berwyn Ave,Clark St & Winnemac Ave,casual,0.007757764534281634,279326,1366373
Wabash Ave & Grand Ave,McClurg Ct & Ohio St,casual,0.007757764534281634,279538,1366373
Woodlawn Ave & 58th St,Shore Dr & 55th St,casual,0.007757764534281634,280068,1366373
Wilton Ave & Belmont Ave,Broadway & Belmont Ave,casual,0.007757764534281634,280280,1366373
Halsted St & Roscoe St,Wilton Ave & Belmont Ave,casual,0.007757764534281634,279220,1366373
Navy Pier,Fairbanks Ct & Grand Ave,member,0.007694878722792191,354677,2534153
Paulina St & 18th St,Racine Ave & 18th St,casual,0.007684578076411054,280490,1366373
LaSalle St & Jackson Blvd,Canal St & Madison St,casual,0.007684578076411054,281855,1366373
Damen Ave & Foster Ave,Ravenswood Ave & Lawrence Ave,casual,0.007684578076411054,282170,1366373
Field Blvd & South Water St,Field Blvd & South Water St,member,0.007655417806265052,358372,2534153
Desplaines St & Kinzie St,Wells St & Hubbard St,casual,0.007611391618540472,282796,1366373
Sheridan Rd & Irving Park Rd,Pine Grove Ave & Irving Park Rd,casual,0.007611391618540472,282692,1366373
Peoria St & Jackson Blvd,Clinton St & Jackson Blvd,casual,0.007611391618540472,282588,1366373
Navy Pier,DuSable Lake Shore Dr & Diversey Pkwy,member,0.007576495973210772,362618,2534153
Halsted St & Maxwell St,Morgan St & Polk St,casual,0.00753820516066989,285895,1366373
Kingsbury St & Kinzie St,Clinton St & Washington Blvd,casual,0.00753820516066989,286616,1366373
Kimbark Ave & 53rd St,Ellis Ave & 58th St,casual,0.00753820516066989,283835,1366373
Loomis St & Lexington St,Halsted St & Roosevelt Rd,casual,0.00753820516066989,285380,1366373
Ellis Ave & 55th St,Harper Ave & 55th St,casual,0.00753820516066989,286513,1366373
Clark St & Leland Ave,Ravenswood Ave & Lawrence Ave,casual,0.0074650187027993095,288558,1366373
University Ave & 57th St,Woodlawn Ave & 55th St,casual,0.0074650187027993095,287334,1366373
Kimbark Ave & 53rd St,Woodlawn Ave & 55th St,casual,0.0074650187027993095,287742,1366373
Clark St & Armitage Ave,Clark St & Elm St,casual,0.0074650187027993095,288456,1366373
Wabash Ave & Roosevelt Rd,Wabash Ave & Roosevelt Rd,member,0.007458113223629355,369845,2534153
Dusable Harbor,Theater on the Lake,member,0.007418652307102215,373046,2534153
Southport Ave & Irving Park Rd,Southport Ave & Waveland Ave,casual,0.0073918322449287276,290075,1366373
Columbus Dr & Randolph St,Columbus Dr & Randolph St,member,0.007379191390575076,373421,2534153
Dusable Harbor,Navy Pier,member,0.007379191390575076,374169,2534153
DuSable Lake Shore Dr & Monroe St,Shedd Aquarium,member,0.007339730474047936,376411,2534153
DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & Monroe St,member,0.007339730474047936,377899,2534153
Indiana Ave & Roosevelt Rd,Shedd Aquarium,member,0.007339730474047936,378085,2534153
Navy Pier,Millennium Park,member,0.007339730474047936,378457,2534153
Broadway & Waveland Ave,Clarendon Ave & Gordon Ter,casual,0.007318645787058146,290175,1366373
Ravenswood Ave & Lawrence Ave,Winthrop Ave & Lawrence Ave,casual,0.007318645787058146,290275,1366373
Mies van der Rohe Way & Chestnut St,State St & Chicago Ave,casual,0.007318645787058146,291175,1366373
Ellis Ave & 53rd St,Ellis Ave & 55th St,casual,0.007318645787058146,291475,1366373
Dusable Harbor,DuSable Lake Shore Dr & Monroe St,member,0.007300269557520797,380494,2534153
Drexel Ave & 60th St,University Ave & 57th St,casual,0.007245459329187565,293265,1366373
Wabash Ave & 9th St,Wabash Ave & 9th St,member,0.007181886807939379,385083,2534153
Dusable Harbor,DuSable Lake Shore Dr & North Blvd,member,0.007181886807939379,387631,2534153
McClurg Ct & Ohio St,Fairbanks Ct & Grand Ave,casual,0.007172272871316983,295428,1366373
Daley Center Plaza,Dearborn Pkwy & Delaware Pl,casual,0.007172272871316983,296506,1366373
Daley Center Plaza,Federal St & Polk St,casual,0.007172272871316983,296212,1366373
Wells St & Walton St,Wells St & Huron St,casual,0.007172272871316983,294448,1366373
Daley Center Plaza,Canal St & Madison St,casual,0.007172272871316983,294938,1366373
Broadway & Cornelia Ave,Broadway & Barry Ave,casual,0.007172272871316983,295134,1366373
DuSable Lake Shore Dr & North Blvd,Theater on the Lake,member,0.007142425891412238,388717,2534153
Wabash Ave & Roosevelt Rd,Federal St & Polk St,casual,0.007099086413446401,297088,1366373
Wabash Ave & Adams St,Canal St & Madison St,casual,0.007099086413446401,296894,1366373
Ellis Ave & 53rd St,Ellis Ave & 58th St,casual,0.007099086413446401,298737,1366373
Loomis St & Lexington St,Wolcott Ave & Polk St,casual,0.007099086413446401,297573,1366373
Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Berteau Ave,casual,0.007099086413446401,297670,1366373
Clarendon Ave & Junior Ter,Broadway & Sheridan Rd,casual,0.007099086413446401,297864,1366373
Shields Ave & 31st St,Wentworth Ave & 33rd St,casual,0.007099086413446401,298349,1366373
Cornell Ave & Hyde Park Blvd,Ellis Ave & 55th St,casual,0.007099086413446401,298543,1366373
Pine Grove Ave & Irving Park Rd,Broadway & Cornelia Ave,casual,0.007025899955575819,300084,1366373
Clarendon Ave & Gordon Ter,Broadway & Waveland Ave,casual,0.007025899955575819,300276,1366373
Humboldt Blvd & Armitage Ave,California Ave & Milwaukee Ave,casual,0.007025899955575819,300372,1366373
Lake Park Ave & 56th St,Woodlawn Ave & 58th St,casual,0.007025899955575819,299220,1366373
Broadway & Barry Ave,Broadway & Cornelia Ave,casual,0.006952713497705239,301992,1366373
Blackstone Ave & 59th St,Woodlawn Ave & 58th St,casual,0.006952713497705239,301232,1366373
Adler Planetarium,DuSable Lake Shore Dr & Monroe St,member,0.006945121308776542,404952,2534153
Sheridan Rd & Irving Park Rd,Sheridan Rd & Buena Ave,casual,0.006879527039834657,304261,1366373
Canal St & Monroe St,Michigan Ave & Washington St,casual,0.006879527039834657,303885,1366373
Leavitt St & Lawrence Ave,Ravenswood Ave & Lawrence Ave,casual,0.006879527039834657,305671,1366373
Federal St & Polk St,Franklin St & Jackson Blvd,casual,0.006806340581964075,306788,1366373
Sheridan Rd & Montrose Ave,Broadway & Waveland Ave,casual,0.006806340581964075,308555,1366373
Ellis Ave & 58th St,Ellis Ave & 60th St,casual,0.006806340581964075,307532,1366373
Kingsbury St & Erie St,Clinton St & Washington Blvd,casual,0.006806340581964075,306602,1366373
Damen Ave & Leland Ave,Ravenswood Ave & Lawrence Ave,casual,0.006733154124093495,309384,1366373
State St & Chicago Ave,Wells St & Huron St,casual,0.006733154124093495,309108,1366373
Michigan Ave & Washington St,Columbus Dr & Randolph St,casual,0.006733154124093495,309660,1366373
Sheffield Ave & Fullerton Ave,Clark St & Wrightwood Ave,casual,0.006659967666222913,311682,1366373
Clark St & Elm St,Clark St & Chicago Ave,casual,0.006659967666222913,313138,1366373
Aberdeen St & Jackson Blvd,Peoria St & Jackson Blvd,casual,0.006659967666222913,311864,1366373
Dearborn Pkwy & Delaware Pl,LaSalle St & Illinois St,casual,0.006659967666222913,312956,1366373
Ellis Ave & 58th St,Ellis Ave & 55th St,casual,0.006659967666222913,314230,1366373
Orleans St & Merchandise Mart Plaza,Kingsbury St & Erie St,casual,0.006659967666222913,314048,1366373
Shedd Aquarium,DuSable Lake Shore Dr & Monroe St,member,0.006629433976559427,428512,2534153
New St & Illinois St,Navy Pier,member,0.006589973060032287,431534,2534153
Federal St & Polk St,Daley Center Plaza,casual,0.006586781208352331,316300,1366373
Pine Grove Ave & Waveland Ave,Broadway & Belmont Ave,casual,0.006586781208352331,315850,1366373
Clinton St & Lake St,Canal St & Jackson Blvd,casual,0.006586781208352331,316210,1366373
Clark St & Newport St,Wilton Ave & Belmont Ave,casual,0.006513594750481751,316747,1366373
Sheridan Rd & Columbia Ave,Sheridan Rd & Loyola Ave,casual,0.006513594750481751,317103,1366373
Shields Ave & 31st St,Emerald Ave & 31st St,casual,0.006513594750481751,317370,1366373
Woodlawn Ave & 58th St,Ellis Ave & 60th St,casual,0.006513594750481751,318527,1366373
State St & Chicago Ave,Mies van der Rohe Way & Chestnut St,casual,0.006513594750481751,318616,1366373
Sheffield Ave & Kingsbury St,Elston Ave & Cortland St,casual,0.006513594750481751,318794,1366373
Federal St & Polk St,Wabash Ave & 16th St,casual,0.006513594750481751,319417,1366373
New St & Illinois St,Canal St & Madison St,casual,0.006440408292611169,321356,1366373
Southport Ave & Belmont Ave,Wilton Ave & Belmont Ave,casual,0.006440408292611169,320212,1366373
Kingsbury St & Erie St,Kingsbury St & Kinzie St,casual,0.006440408292611169,320388,1366373
Navy Pier,Wabash Ave & Grand Ave,member,0.006432129393923729,446069,2534153
Clinton St & Jackson Blvd,Clinton St & Lake St,casual,0.006367221834740587,323276,1366373
Woodlawn Ave & 58th St,Lake Park Ave & 53rd St,casual,0.006367221834740587,322406,1366373
Ellis Ave & 55th St,Lake Park Ave & 53rd St,casual,0.006367221834740587,323972,1366373
Dorchester Ave & 53rd St,University Ave & 57th St,casual,0.006367221834740587,323363,1366373
Ellis Ave & 55th St,University Ave & 57th St,casual,0.0062940353768700065,326469,1366373
St. Louis Ave & Fullerton Ave,Kedzie Ave & Milwaukee Ave,casual,0.0062940353768700065,326641,1366373
May St & Taylor St,Wolcott Ave & Polk St,casual,0.0062940353768700065,327071,1366373
Cornell Ave & Hyde Park Blvd,Woodlawn Ave & 55th St,casual,0.0062940353768700065,324749,1366373
Sheridan Rd & Irving Park Rd,Southport Ave & Irving Park Rd,casual,0.0062940353768700065,325093,1366373
Damen Ave & Chicago Ave,Damen Ave & Wicker Park Ave,casual,0.0062940353768700065,326555,1366373
Mies van der Rohe Way & Chestnut St,Mies van der Rohe Way & Chestnut St,member,0.0062348248112880315,463569,2534153
DuSable Lake Shore Dr & Monroe St,Adler Planetarium,member,0.0062348248112880315,462779,2534153
Ellis Ave & 53rd St,Lake Park Ave & 53rd St,casual,0.0062208489189994245,329197,1366373
Southport Ave & Waveland Ave,Southport Ave & Roscoe St,casual,0.0062208489189994245,329282,1366373
McClurg Ct & Ohio St,Wabash Ave & Grand Ave,casual,0.0062208489189994245,327412,1366373
Griffin Museum of Science and Industry,University Ave & 57th St,casual,0.0062208489189994245,328347,1366373
Franklin St & Jackson Blvd,Canal St & Madison St,casual,0.0062208489189994245,328432,1366373
State St & Randolph St,Canal St & Madison St,casual,0.0062208489189994245,328602,1366373
DuSable Lake Shore Dr & North Blvd,Dusable Harbor,member,0.006195363894760893,466873,2534153
Kingsbury St & Kinzie St,Clinton St & Madison St,casual,0.0061476624611288425,331389,1366373
State St & Chicago Ave,Wells St & Concord Ln,casual,0.0061476624611288425,332733,1366373
Kingsbury St & Kinzie St 2,Desplaines St & Kinzie St,casual,0.0061476624611288425,331809,1366373
Clark St & Armitage Ave,Wells St & Concord Ln,casual,0.0061476624611288425,332061,1366373
Ellis Ave & 55th St,Ellis Ave & 53rd St,casual,0.0061476624611288425,330465,1366373
Wolcott Ave & Polk St,Morgan St & Polk St,casual,0.0061476624611288425,330885,1366373
Ellis Ave & 55th St,Woodlawn Ave & 55th St,casual,0.0061476624611288425,331053,1366373
DuSable Lake Shore Dr & Monroe St,Michigan Ave & Oak St,member,0.006076981145179474,475568,2534153
Halsted St & Polk St,Loomis St & Lexington St,casual,0.006074476003258261,333150,1366373
University Ave & 57th St,Blackstone Ave & Hyde Park Blvd,casual,0.006074476003258261,333233,1366373
Kingsbury St & Erie St,Orleans St & Merchandise Mart Plaza,casual,0.006074476003258261,333565,1366373
Ellis Ave & 58th St,Blackstone Ave & 59th St,casual,0.006074476003258261,332984,1366373
Emerald Ave & 31st St,Shields Ave & 31st St,casual,0.006074476003258261,333067,1366373
Harper Ave & 55th St,Ellis Ave & 55th St,casual,0.006001289545387679,336046,1366373
Wabash Ave & 16th St,Federal St & Polk St,casual,0.006001289545387679,336702,1366373
Clinton St & Lake St,Canal St & Adams St,casual,0.006001289545387679,335882,1366373
Clinton St & Tilden St,Clinton St & Madison St,casual,0.006001289545387679,336128,1366373
Southport Ave & Waveland Ave,Southport Ave & Irving Park Rd,casual,0.006001289545387679,338096,1366373
Wabash Ave & Grand Ave,Wabash Ave & Grand Ave,member,0.0059980593121251955,480931,2534153
DuSable Lake Shore Dr & Monroe St,Millennium Park,member,0.005958598395598056,486526,2534153
State St & Chicago Ave,Clark St & Schiller St,casual,0.005928103087517098,340131,1366373
Wells St & Huron St,State St & Chicago Ave,casual,0.005928103087517098,341994,1366373
Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Irving Park Rd,casual,0.005928103087517098,341427,1366373
Wells St & Huron St,Kingsbury St & Kinzie St,casual,0.005928103087517098,341346,1366373
Clark St & Bryn Mawr Ave,Clark St & Winnemac Ave,casual,0.005928103087517098,339564,1366373
Sheridan Rd & Buena Ave,Sheridan Rd & Irving Park Rd,casual,0.005928103087517098,339645,1366373
Navy Pier,DuSable Lake Shore Dr & Belmont Ave,member,0.005919137479070916,491776,2534153
Wolcott Ave & Polk St,May St & Taylor St,casual,0.005854916629646517,343762,1366373
Morgan St & Polk St,Halsted St & Maxwell St,casual,0.005854916629646517,344242,1366373
Clark St & Wrightwood Ave,Sheffield Ave & Fullerton Ave,casual,0.005854916629646517,346162,1366373
New St & Illinois St,State St & Kinzie St,casual,0.005854916629646517,344722,1366373
Wells St & Evergreen Ave,Wells St & Concord Ln,casual,0.005854916629646517,346322,1366373
Michigan Ave & Lake St,Columbus Dr & Randolph St,casual,0.005854916629646517,343282,1366373
Damen Ave & Thomas St (Augusta Blvd),Damen Ave & Wicker Park Ave,casual,0.005781730171775935,347823,1366373
Kimbark Ave & 53rd St,Lake Park Ave & 53rd St,casual,0.005781730171775935,348297,1366373
Ravenswood Ave & Lawrence Ave,Clark St & Leland Ave,casual,0.005781730171775935,348376,1366373
Desplaines St & Kinzie St,Clinton St & Washington Blvd,casual,0.005781730171775935,349166,1366373
Wabash Ave & Roosevelt Rd,Wabash Ave & 9th St,casual,0.005781730171775935,346559,1366373
Millennium Park,Navy Pier,member,0.005761293812962359,507267,2534153
Michigan Ave & 8th St,Navy Pier,member,0.005761293812962359,505661,2534153
Broadway & Argyle St,Clark St & Winnemac Ave,casual,0.005708543713905354,350883,1366373
Wells St & Concord Ln,Clark St & Elm St,casual,0.005708543713905354,350493,1366373
Drexel Ave & 60th St,Ellis Ave & 55th St,casual,0.005708543713905354,350103,1366373
DuSable Lake Shore Dr & Belmont Ave,Navy Pier,member,0.005642911063380941,519249,2534153
Indiana Ave & Roosevelt Rd,Navy Pier,member,0.005642911063380941,520250,2534153
Shore Dr & 55th St,Woodlawn Ave & 58th St,casual,0.005635357256034773,352129,1366373
Woodlawn Ave & 55th St,Ellis Ave & 55th St,casual,0.005635357256034773,352822,1366373
Kingsbury St & Kinzie St,Clinton St & Jackson Blvd,casual,0.005635357256034773,353746,1366373
Wilton Ave & Diversey Pkwy,Hampden Ct & Diversey Pkwy,casual,0.005635357256034773,354824,1366373
Harper Ave & 55th St,Woodlawn Ave & 55th St,casual,0.005562170798164191,358188,1366373
May St & Taylor St,Wood St & Taylor St (Temp),casual,0.005562170798164191,358872,1366373
Ellis Ave & 55th St,Lake Park Ave & 56th St,casual,0.005562170798164191,359252,1366373
Dearborn Pkwy & Delaware Pl,Clark St & Elm St,casual,0.005562170798164191,361000,1366373
Woodlawn Ave & 58th St,Ellis Ave & 55th St,casual,0.00548898434029361,363326,1366373
Wells St & Concord Ln,Clark St & Armitage Ave,casual,0.00548898434029361,364226,1366373
Claremont Ave & Hirsch St,Damen Ave & Pierce Ave,casual,0.00548898434029361,364151,1366373
Ellis Ave & 55th St,Woodlawn Ave & 58th St,casual,0.00548898434029361,363851,1366373
Broadway & Cornelia Ave,Pine Grove Ave & Irving Park Rd,casual,0.00548898434029361,363026,1366373
Damen Ave & Pierce Ave,Claremont Ave & Hirsch St,casual,0.00548898434029361,362426,1366373
Damen Ave & Pierce Ave,Damen Ave & Division St,casual,0.00548898434029361,362201,1366373
Clark St & Elm St,Clark St & Schiller St,casual,0.00548898434029361,361376,1366373
McClurg Ct & Erie St,McClurg Ct & Erie St,member,0.005445606480745243,539927,2534153
Lincoln Park Conservatory,Lincoln Park Conservatory,member,0.005445606480745243,544757,2534153
Calumet Ave & 33rd St,State St & 35th St,casual,0.005415797882423028,365269,1366373
Kimbark Ave & 53rd St,Ellis Ave & 53rd St,casual,0.005415797882423028,366009,1366373
State St & Chicago Ave,Clark St & Elm St,casual,0.005415797882423028,367933,1366373
Shedd Aquarium,Navy Pier,member,0.005406145564218104,549279,2534153
Ellis Ave & 58th St,Harper Ave & 59th St,casual,0.005342611424552447,369979,1366373
Canal St & Adams St,Aberdeen St & Jackson Blvd,casual,0.005342611424552447,369687,1366373
Paulina St & Montrose Ave,Ravenswood Ave & Lawrence Ave,casual,0.005342611424552447,368592,1366373
University Ave & 57th St,Ellis Ave & 55th St,casual,0.005342611424552447,368154,1366373
Walsh Park,Walsh Park,member,0.005287762814636685,561701,2534153
Navy Pier,Shedd Aquarium,member,0.005287762814636685,561969,2534153
Clinton St & Madison St,Clinton St & Jackson Blvd,casual,0.005269424966681866,373608,1366373
Wilton Ave & Belmont Ave,Southport Ave & Belmont Ave,casual,0.005269424966681866,374328,1366373
Clinton St & Jackson Blvd,Halsted St & Polk St,casual,0.005196238508811284,377550,1366373
Broadway & Ridge Ave,Clark St & Bryn Mawr Ave,casual,0.005196238508811284,376698,1366373
Wells St & Huron St,Wells St & Walton St,casual,0.005196238508811284,377834,1366373
Broadway & Thorndale Ave,Peterson/Ridge Metra,casual,0.005196238508811284,380390,1366373
Lake Park Ave & 53rd St,Woodlawn Ave & 58th St,casual,0.005196238508811284,379396,1366373
