start_station,end_station,ride_type,route_percent_x_rider_type,route_count,running_count,total_count,pair_rank,cumulative_route_percent
Michigan Ave & Washington St,Canal St & Madison St,member,0.022137574171725224,561,65190,2534153,74,2.5724571484042205
Clinton St & Lake St,Clinton St & Jackson Blvd,member,0.02201919142214381,558,65748,2534153,75,2.594476339826364
Ellis Ave & 60th St,Blackstone Ave & 59th St,member,0.02197973050561667,557,66305,2534153,76,2.616456070331981
Woodlawn Ave & 55th St,University Ave & 57th St,member,0.02182188683950811,553,66858,2534153,77,2.6382779571714887
Pine Grove Ave & Irving Park Rd,Sheridan Rd & Irving Park Rd,member,0.021466738590763857,544,67402,2534153,78,2.6597446957622526
Clarendon Ave & Junior Ter,Broadway & Waveland Ave,member,0.0213088949246553,540,67942,2534153,79,2.681053590686908
University Ave & 57th St,Woodlawn Ave & 55th St,member,0.020953746675911045,531,68473,2534153,80,2.702007337362819
Franklin St & Jackson Blvd,Canal St & Madison St,member,0.020914285759383904,530,69003,2534153,81,2.7229216231222027
Wells St & Elm St,Wells St & Huron St,member,0.020795903009802486,527,69530,2534153,82,2.7437175261320053
Greenview Ave & Fullerton Ave,Sheffield Ave & Fullerton Ave,member,0.020638059343693928,523,70053,2534153,83,2.7643555854756996
University Ave & 59th St,Ellis Ave & 60th St,member,0.020598598427166787,522,70575,2534153,84,2.784954183902866
State St & Chicago Ave,Wells St & Huron St,member,0.020598598427166787,522,71097,2534153,85,2.8055527823300332
Elston Ave & Cortland St,Sheffield Ave & Kingsbury St,member,0.020598598427166787,522,71619,2534153,86,2.8261513807572
Columbus Dr & Randolph St,State St & Randolph St,member,0.020598598427166787,522,72141,2534153,87,2.8467499791843665
University Ave & 59th St,Ellis Ave & 55th St,member,0.020401293844531092,517,72658,2534153,88,2.8671512730288975
Clinton St & Tilden St,Clinton St & Madison St,member,0.020401293844531092,517,73175,2534153,89,2.8875525668734285
Kingsbury St & Kinzie St,Clinton St & Washington Blvd,member,0.020282911094949674,514,73689,2534153,90,2.907835477968378
Ellis Ave & 58th St,Kimbark Ave & 53rd St,member,0.020164528345368256,511,74200,2534153,91,2.928000006313747
Drexel Ave & 60th St,University Ave & 57th St,member,0.02012506742884112,510,74710,2534153,92,2.9481250737425877
Ellis Ave & 60th St,Woodlawn Ave & 58th St,member,0.020006684679259697,507,75217,2534153,93,2.9681317584218476
Pine Grove Ave & Irving Park Rd,Pine Grove Ave & Waveland Ave,member,0.01973045826356972,500,75717,2534153,94,2.9878622166854174
Kimbark Ave & 53rd St,Ellis Ave & 53rd St,member,0.01973045826356972,500,76217,2534153,95,3.0075926749489867
Federal St & Polk St,Wabash Ave & Roosevelt Rd,member,0.01973045826356972,500,76717,2534153,96,3.027323133212557
Sheridan Rd & Irving Park Rd,Pine Grove Ave & Irving Park Rd,member,0.019651536430515443,498,77215,2534153,97,3.046974669643072
Montrose Harbor,Montrose Harbor,member,0.019651536430515443,498,77713,2534153,98,3.0666262060735874
Woodlawn Ave & 55th St,Kimbark Ave & 53rd St,member,0.019612075513988303,497,78210,2534153,99,3.0862382815875757
Wabash Ave & 16th St,Wabash Ave & Roosevelt Rd,member,0.019533153680934022,495,78705,2534153,100,3.10577143526851
Shore Dr & 55th St,Ellis Ave & 60th St,member,0.019533153680934022,495,79200,2534153,101,3.1253045889494437
Ellis Ave & 55th St,Drexel Ave & 60th St,member,0.019454231847879744,493,79693,2534153,102,3.1447588207973234
State St & Chicago Ave,Clark St & Elm St,member,0.019375310014825467,491,80184,2534153,103,3.164134130812149
Damen Ave & Foster Ave,Ravenswood Ave & Lawrence Ave,member,0.019375310014825467,491,80675,2534153,104,3.1835094408269744
University Ave & 57th St,Drexel Ave & 60th St,member,0.01913854451566263,485,81160,2534153,105,3.2026479853426375
Wabash Ave & Roosevelt Rd,Calumet Ave & 18th St,member,0.018941239933026932,480,81640,2534153,106,3.2215892252756637
Woodlawn Ave & 58th St,Blackstone Ave & 59th St,member,0.018862318099972655,478,82118,2534153,107,3.2404515433756367
Blackstone Ave & 59th St,Ellis Ave & 60th St,member,0.018743935350391237,475,82593,2534153,108,3.2591954787260278
Kingsbury St & Kinzie St,Desplaines St & Kinzie St,member,0.018704474433864096,474,83067,2534153,109,3.277899953159892
University Ave & 57th St,Cornell Ave & Hyde Park Blvd,member,0.018665013517336956,473,83540,2534153,110,3.296564966677229
Clarendon Ave & Gordon Ter,Broadway & Waveland Ave,member,0.018586091684282678,471,84011,2534153,111,3.315151058361512
Wabash Ave & Roosevelt Rd,Michigan Ave & 14th St,member,0.018507169851228397,469,84480,2534153,112,3.33365822821274
Broadway & Waveland Ave,Sheridan Rd & Irving Park Rd,member,0.018507169851228397,469,84949,2534153,113,3.3521653980639687
Kimbark Ave & 53rd St,Woodlawn Ave & 55th St,member,0.01846770893470126,468,85417,2534153,114,3.3706331069986697
Clark St & Wrightwood Ave,Sheffield Ave & Fullerton Ave,member,0.01842824801817412,467,85884,2534153,115,3.389061355016844
Ravenswood Ave & Berteau Ave,Ravenswood Ave & Lawrence Ave,member,0.01827040435206556,463,86347,2534153,116,3.4073317593689096
Navy Pier,Theater on the Lake,member,0.018191482519011284,461,86808,2534153,117,3.4255232418879205
Lake Park Ave & 53rd St,University Ave & 57th St,member,0.018191482519011284,461,87269,2534153,118,3.443714724406932
Kimbark Ave & 53rd St,Ellis Ave & 60th St,member,0.018152021602484143,460,87729,2534153,119,3.461866746009416
Daley Center Plaza,Dearborn Pkwy & Delaware Pl,member,0.018152021602484143,460,88189,2534153,120,3.4800187676119005
Clarendon Ave & Gordon Ter,Sheridan Rd & Irving Park Rd,member,0.018112560685957006,459,88648,2534153,121,3.4981313282978572
Wells St & Elm St,State St & Chicago Ave,member,0.018073099769429862,458,89106,2534153,122,3.516204428067287
Sheridan Rd & Irving Park Rd,Clarendon Ave & Gordon Ter,member,0.018073099769429862,458,89564,2534153,123,3.534277527836717
Navy Pier,Dusable Harbor,member,0.018033638852902725,457,90021,2534153,124,3.55231116668962
State St & Chicago Ave,Wells St & Elm St,member,0.017994177936375585,456,90477,2534153,125,3.570305344625995
Clinton St & Madison St,Clinton St & Jackson Blvd,member,0.017994177936375585,456,90933,2534153,126,3.588299522562371
Kingsbury St & Erie St,Kingsbury St & Kinzie St 2,member,0.017915256103321307,454,91387,2534153,127,3.6062147786656924
Kimbark Ave & 53rd St,Ellis Ave & 58th St,member,0.01783633427026703,452,91839,2534153,128,3.6240511129359594
Wilton Ave & Belmont Ave,Broadway & Waveland Ave,member,0.01775741243721275,450,92289,2534153,129,3.641808525373172
Ellis Ave & 55th St,University Ave & 59th St,member,0.01775741243721275,450,92739,2534153,130,3.659565937810385
Michigan Ave & 14th St,Wabash Ave & Roosevelt Rd,member,0.01771795152068561,449,93188,2534153,131,3.6772838893310706
Broadway & Sheridan Rd,Sheridan Rd & Irving Park Rd,member,0.01771795152068561,449,93637,2534153,132,3.695001840851756
Ellis Ave & 55th St,Lake Park Ave & 53rd St,member,0.017520646938049913,444,94081,2534153,133,3.7125224877898058
Theater on the Lake,Theater on the Lake,member,0.017481186021522772,443,94524,2534153,134,3.730003673811329
Woodlawn Ave & 55th St,Woodlawn Ave & 58th St,member,0.017441725104995632,442,94966,2534153,135,3.7474453989163243
Broadway & Waveland Ave,Clarendon Ave & Junior Ter,member,0.017402264188468495,441,95407,2534153,136,3.764847663104793
Southport Ave & Wellington Ave,Sheffield Ave & Wellington Ave,member,0.017362803271941354,440,95847,2534153,137,3.782210466376734
Ellis Ave & 55th St,Ellis Ave & 58th St,member,0.017362803271941354,440,96287,2534153,138,3.7995732696486755
Woodlawn Ave & 58th St,Ellis Ave & 60th St,member,0.017323342355414217,439,96726,2534153,139,3.81689661200409
Pine Grove Ave & Waveland Ave,Pine Grove Ave & Irving Park Rd,member,0.017323342355414217,439,97165,2534153,140,3.834219954359504
Clinton St & Jackson Blvd,Aberdeen St & Jackson Blvd,member,0.017323342355414217,439,97604,2534153,141,3.8515432967149184
Lake Park Ave & 53rd St,Ellis Ave & 55th St,member,0.017283881438887077,438,98042,2534153,142,3.868827178153805
Clark St & Armitage Ave,Wells St & Concord Ln,member,0.017244420522359936,437,98479,2534153,143,3.886071598676165
Drexel Ave & 60th St,Ellis Ave & 55th St,member,0.017204959605832796,436,98915,2534153,144,3.9032765582819975
Clinton St & Madison St,Clinton St & Tilden St,member,0.017204959605832796,436,99351,2534153,145,3.9204815178878305
Kingsbury St & Kinzie St,Kingsbury St & Erie St,member,0.017165498689305655,435,99786,2534153,146,3.9376470165771367
Desplaines St & Kinzie St,Kingsbury St & Kinzie St,member,0.017165498689305655,435,100221,2534153,147,3.954812515266442
Indiana Ave & Roosevelt Rd,Michigan Ave & 8th St,member,0.01712603777277852,434,100655,2534153,148,3.9719385530392204
Federal St & Polk St,Daley Center Plaza,member,0.017086576856251378,433,101088,2534153,149,3.9890251298954715
Ellis Ave & 55th St,Woodlawn Ave & 55th St,member,0.017086576856251378,433,101521,2534153,150,4.006111706751724
Clinton St & Lake St,Canal St & Jackson Blvd,member,0.01704711593972424,432,101953,2534153,151,4.023158822691448
Sheffield Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,member,0.0170076550231971,431,102384,2534153,152,4.040166477714645
Woodlawn Ave & 58th St,Woodlawn Ave & 55th St,member,0.01696819410666996,430,102814,2534153,153,4.057134671821315
University Ave & 57th St,Harper Ave & 55th St,member,0.01696819410666996,430,103244,2534153,154,4.074102865927984
Sheffield Ave & Kingsbury St,Elston Ave & Cortland St,member,0.01692873319014282,429,103673,2534153,155,4.091031599118127
Michigan Ave & Lake St,Cityfront Plaza Dr & Pioneer Ct,member,0.01692873319014282,429,104102,2534153,156,4.107960332308271
McClurg Ct & Ohio St,State St & Chicago Ave,member,0.01692873319014282,429,104531,2534153,157,4.124889065498413
Halsted St & Maxwell St,Halsted St & Polk St,member,0.01688927227361568,428,104959,2534153,158,4.1417783377720285
Ellis Ave & 58th St,Blackstone Ave & 59th St,member,0.016849811357088542,427,105386,2534153,159,4.158628149129117
Sheffield Ave & Fullerton Ave,Ashland Ave & Wrightwood Ave,member,0.0168103504405614,426,105812,2534153,160,4.175438499569679
Mies van der Rohe Way & Chestnut St,State St & Chicago Ave,member,0.0168103504405614,426,106238,2534153,161,4.19224885001024
Desplaines St & Kinzie St,Kingsbury St & Kinzie St 1,member,0.0168103504405614,426,106664,2534153,162,4.209059200450802
Clark St & Elm St,State St & Chicago Ave,member,0.016691967690979984,423,107087,2534153,163,4.225751168141781
May St & Taylor St,Morgan St & Polk St,member,0.016652506774452847,422,107509,2534153,164,4.242403674916234
State St & Chicago Ave,Mies van der Rohe Way & Chestnut St,member,0.016573584941398566,420,107929,2534153,165,4.258977259857633
Loomis St & Lexington St,Loomis St & Lexington St,member,0.016534124024871425,419,108348,2534153,166,4.275511383882504
Sheridan Rd & Montrose Ave,Broadway & Waveland Ave,member,0.01637628035876287,415,108763,2534153,167,4.291887664241267
Ashland Ave & 13th St,Loomis St & Lexington St,member,0.01633681944223573,414,109177,2534153,168,4.308224483683503
Wells St & Concord Ln,Clark St & Armitage Ave,member,0.01625789760918145,412,109589,2534153,169,4.324482381292684
Broadway & Waveland Ave,Pine Grove Ave & Irving Park Rd,member,0.01625789760918145,412,110001,2534153,170,4.340740278901866
Halsted St & Polk St,Halsted St & Maxwell St,member,0.01617897577612717,410,110411,2534153,171,4.356919254677994
Blackstone Ave & 59th St,Ellis Ave & 58th St,member,0.016139514859600034,409,110820,2534153,172,4.373058769537593
Emerald Ave & 31st St,Shields Ave & 31st St,member,0.015981671193491472,405,111225,2534153,173,4.389040440731085
Cityfront Plaza Dr & Pioneer Ct,Michigan Ave & Lake St,member,0.015981671193491472,405,111630,2534153,174,4.405022111924576
Kingsbury St & Kinzie St 2,Desplaines St & Kinzie St,member,0.015942210276964335,404,112034,2534153,175,4.420964322201541
Woodlawn Ave & 55th St,Shore Dr & 55th St,member,0.015863288443910058,402,112436,2534153,176,4.436827610645451
Daley Center Plaza,Federal St & Polk St,member,0.015863288443910058,402,112838,2534153,177,4.452690899089361
May St & Taylor St,Wood St & Taylor St (Temp),member,0.015823827527382917,401,113239,2534153,178,4.4685147266167435
Wells St & Huron St,State St & Chicago Ave,member,0.015705444777801496,398,113637,2534153,179,4.484220171394545
Halsted St & Polk St,May St & Taylor St,member,0.015705444777801496,398,114035,2534153,180,4.499925616172346
Canal St & Monroe St,Michigan Ave & Washington St,member,0.015705444777801496,398,114433,2534153,181,4.515631060950147
University Ave & 57th St,University Ave & 57th St,member,0.01566598386127436,397,114830,2534153,182,4.5312970448114225
University Ave & 57th St,Lake Park Ave & 53rd St,member,0.01566598386127436,397,115227,2534153,183,4.546963028672697
DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,member,0.01566598386127436,397,115624,2534153,184,4.5626290125339715
Wolcott Ave & Polk St,Morgan St & Polk St,member,0.01562652294474722,396,116020,2534153,185,4.578255535478718
Ravenswood Ave & Lawrence Ave,Damen Ave & Foster Ave,member,0.01558706202822008,395,116415,2534153,186,4.593842597506939
Theater on the Lake,Navy Pier,member,0.01554760111169294,394,116809,2534153,187,4.609390198618631
Wabash Ave & Roosevelt Rd,Michigan Ave & 18th St,member,0.01546867927863866,392,117201,2534153,188,4.62485887789727
Shore Dr & 55th St,Woodlawn Ave & 55th St,member,0.015429218362111521,391,117592,2534153,189,4.640288096259381
Sheridan Rd & Irving Park Rd,Broadway & Waveland Ave,member,0.015429218362111521,391,117983,2534153,190,4.6557173146214925
Morgan St & Polk St,Wolcott Ave & Polk St,member,0.015429218362111521,391,118374,2534153,191,4.671146532983604
Morgan St & Polk St,May St & Taylor St,member,0.015429218362111521,391,118765,2534153,192,4.686575751345716
DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & North Blvd,member,0.015429218362111521,391,119156,2534153,193,4.702004969707827
Woodlawn Ave & 58th St,Ellis Ave & 55th St,member,0.015389757445584382,390,119546,2534153,194,4.717394727153412
Marine Dr & Ainslie St,Marine Dr & Ainslie St,member,0.015389757445584382,390,119936,2534153,195,4.732784484598996
May St & Taylor St,Halsted St & Polk St,member,0.015350296529057244,389,120325,2534153,196,4.748134781128053
Ellis Ave & 53rd St,Kimbark Ave & 53rd St,member,0.015310835612530105,388,120713,2534153,197,4.763445616740584
Navy Pier,DuSable Lake Shore Dr & North Blvd,member,0.015192452862948683,385,121098,2534153,198,4.778638069603533
Peterson/Ridge Metra,Western Ave & Granville Ave,member,0.015152991946421545,384,121482,2534153,199,4.793791061549954
Clark St & Elm St,Wells St & Concord Ln,member,0.015074070113367267,382,121864,2534153,200,4.808865131663321
Halsted St & Roscoe St,Wilton Ave & Belmont Ave,member,0.014995148280312988,380,122244,2534153,201,4.823860279943634
Wells St & Elm St,Wells St & Hubbard St,member,0.01495568736378585,379,122623,2534153,202,4.83881596730742
Racine Ave & Belmont Ave,Wilton Ave & Belmont Ave,member,0.01491622644725871,378,123001,2534153,203,4.853732193754679
Wells St & Huron St,Wells St & Concord Ln,member,0.014876765530731568,377,123378,2534153,204,4.86860895928541
Southport Ave & Waveland Ave,Southport Ave & Irving Park Rd,member,0.014876765530731568,377,123755,2534153,205,4.883485724816142
Ellis Ave & 60th St,Shore Dr & 55th St,member,0.014876765530731568,377,124132,2534153,206,4.898362490346873
Wilton Ave & Belmont Ave,Halsted St & Roscoe St,member,0.01479784369767729,375,124507,2534153,207,4.913160334044551
Blackstone Ave & 59th St,Ellis Ave & 55th St,member,0.014758382781150152,374,124881,2534153,208,4.927918716825701
Shore Dr & 55th St,Shore Dr & 55th St,member,0.014718921864623013,373,125254,2534153,209,4.942637638690324
Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Berteau Ave,member,0.014718921864623013,373,125627,2534153,210,4.957356560554946
Clark St & Armitage Ave,Clark St & Elm St,member,0.014718921864623013,373,126000,2534153,211,4.972075482419569
Michigan Ave & Oak St,Michigan Ave & Oak St,member,0.014679460948095873,372,126372,2534153,212,4.986754943367665
Ravenswood Ave & Lawrence Ave,Paulina St & Montrose Ave,member,0.014600539115041593,370,126742,2534153,213,5.001355482482707
Millennium Park,Indiana Ave & Roosevelt Rd,member,0.014561078198514453,369,127111,2534153,214,5.015916560681221
LaSalle St & Illinois St,Dearborn Pkwy & Delaware Pl,member,0.014561078198514453,369,127480,2534153,215,5.030477638879736
DuSable Lake Shore Dr & North Blvd,Navy Pier,member,0.014561078198514453,369,127849,2534153,216,5.045038717078251
Canal St & Jackson Blvd,Clinton St & Lake St,member,0.014561078198514453,369,128218,2534153,217,5.059599795276766
Canal St & Madison St,State St & Chicago Ave,member,0.014521617281987314,368,128586,2534153,218,5.074121412558752
Western Ave & Granville Ave,Peterson/Ridge Metra,member,0.014442695448933037,366,128952,2534153,219,5.088564108007685
Wells St & Concord Ln,Wells St & Huron St,member,0.014442695448933037,366,129318,2534153,220,5.103006803456618
Michigan Ave & 8th St,Indiana Ave & Roosevelt Rd,member,0.014442695448933037,366,129684,2534153,221,5.117449498905551
Sedgwick St & Webster Ave,Sedgwick St & North Ave,member,0.014403234532405898,365,130049,2534153,222,5.131852733437958
Wood St & Taylor St (Temp),May St & Taylor St,member,0.014363773615878758,364,130413,2534153,223,5.146216507053836
Wabash Ave & Roosevelt Rd,Federal St & Polk St,member,0.014363773615878758,364,130777,2534153,224,5.1605802806697145
Michigan Ave & 8th St,Michigan Ave & Jackson Blvd,member,0.014363773615878758,364,131141,2534153,225,5.174944054285594
Lake Park Ave & 53rd St,Woodlawn Ave & 58th St,member,0.014324312699351617,363,131504,2534153,226,5.189268366984946
DuSable Lake Shore Dr & Belmont Ave,DuSable Lake Shore Dr & Belmont Ave,member,0.014324312699351617,363,131867,2534153,227,5.203592679684297
Dearborn Pkwy & Delaware Pl,Clark St & Elm St,member,0.014284851782824477,362,132229,2534153,228,5.2178775314671215
Broadway & Cornelia Ave,Pine Grove Ave & Irving Park Rd,member,0.014245390866297338,361,132590,2534153,229,5.232122922333419
Damen Ave & Foster Ave,Damen Ave & Leland Ave,member,0.014205929949770199,360,132950,2534153,230,5.246328852283188
Aberdeen St & Jackson Blvd,Desplaines St & Jackson Blvd,member,0.01416646903324306,359,133309,2534153,231,5.260495321316432
Southport Ave & Irving Park Rd,Southport Ave & Roscoe St,member,0.014127008116715922,358,133667,2534153,232,5.274622329433147
McClurg Ct & Ohio St,Wabash Ave & Grand Ave,member,0.014087547200188781,357,134024,2534153,233,5.2887098766333365
Clinton St & Jackson Blvd,Clark St & Lake St,member,0.014087547200188781,357,134381,2534153,234,5.302797423833526
Canal St & Madison St,Wabash Ave & Adams St,member,0.014087547200188781,357,134738,2534153,235,5.316884971033714
Clark St & Armitage Ave,Lincoln Ave & Fullerton Ave,member,0.014048086283661642,356,135094,2534153,236,5.330933057317376
Peoria St & Jackson Blvd,Clinton St & Madison St,member,0.014008625367134502,355,135449,2534153,237,5.34494168268451
Ellis Ave & 58th St,Lake Park Ave & 56th St,member,0.014008625367134502,355,135804,2534153,238,5.358950308051645
Michigan Ave & Oak St,Theater on the Lake,member,0.013969164450607361,354,136158,2534153,239,5.372919472502252
Clark St & Schiller St,Clark St & Elm St,member,0.013969164450607361,354,136512,2534153,240,5.386888636952859
Ellis Ave & 55th St,Harper Ave & 55th St,member,0.013929703534080223,353,136865,2534153,241,5.400818340486939
University Ave & 59th St,University Ave & 57th St,member,0.013890242617553084,352,137217,2534153,242,5.414708583104493
Federal St & Polk St,Wabash Ave & 16th St,member,0.013890242617553084,352,137569,2534153,243,5.428598825722046
DuSable Lake Shore Dr & Monroe St,Navy Pier,member,0.013890242617553084,352,137921,2534153,244,5.442489068339599
Clinton St & Lake St,Canal St & Adams St,member,0.013850781701025945,351,138272,2534153,245,5.456339850040625
Woodlawn Ave & 55th St,Ellis Ave & 60th St,member,0.013811320784498806,350,138622,2534153,246,5.470151170825123
Kimbark Ave & 53rd St,Lake Park Ave & 53rd St,member,0.013811320784498806,350,138972,2534153,247,5.483962491609622
Wells St & Concord Ln,Clark St & Elm St,member,0.013771859867971666,349,139321,2534153,248,5.497734351477594
State St & Kinzie St,Clinton St & Washington Blvd,member,0.013771859867971666,349,139670,2534153,249,5.511506211345566
Montrose Harbor,Lakefront Trail & Bryn Mawr Ave,member,0.013771859867971666,349,140019,2534153,250,5.525278071213537
Racine Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,member,0.013732398951444525,348,140367,2534153,251,5.539010470164983
Loomis St & Lexington St,Racine Ave & Congress Pkwy,member,0.013692938034917387,347,140714,2534153,252,5.5527034081999
Clarendon Ave & Gordon Ter,Broadway & Sheridan Rd,member,0.013692938034917387,347,141061,2534153,253,5.566396346234817
Theater on the Lake,Michigan Ave & Oak St,member,0.013653477118390246,346,141407,2534153,254,5.580049823353208
Clark St & Elm St,Clark St & Armitage Ave,member,0.013653477118390246,346,141753,2534153,255,5.5937033004715975
McClurg Ct & Ohio St,McClurg Ct & Ohio St,member,0.013614016201863107,345,142098,2534153,256,5.60731731667346
Indiana Ave & Roosevelt Rd,Franklin St & Monroe St,member,0.013614016201863107,345,142443,2534153,257,5.620931332875323
Halsted St & Polk St,Clinton St & Jackson Blvd,member,0.013614016201863107,345,142788,2534153,258,5.634545349077187
Sheffield Ave & Fullerton Ave,Clark St & Wrightwood Ave,member,0.013574555285335969,344,143132,2534153,259,5.648119904362522
Kedzie Ave & Palmer Ct,California Ave & Milwaukee Ave,member,0.013574555285335969,344,143476,2534153,260,5.661694459647858
Ellis Ave & 60th St,Kimbark Ave & 53rd St,member,0.013574555285335969,344,143820,2534153,261,5.675269014933194
Dearborn Pkwy & Delaware Pl,LaSalle St & Illinois St,member,0.013574555285335969,344,144164,2534153,262,5.6888435702185305
Wilton Ave & Belmont Ave,Broadway & Belmont Ave,member,0.01353509436880883,343,144507,2534153,263,5.702378664587339
State St & Chicago Ave,Kingsbury St & Erie St,member,0.01353509436880883,343,144850,2534153,264,5.715913758956148
Morgan St & Polk St,Clinton St & Madison St,member,0.01353509436880883,343,145193,2534153,265,5.729448853324957
Clark St & Newport St,Wilton Ave & Belmont Ave,member,0.013495633452281691,342,145535,2534153,266,5.742944486777239
Pine Grove Ave & Waveland Ave,Pine Grove Ave & Waveland Ave,member,0.013456172535754549,341,145876,2534153,267,5.756400659312994
Clark St & Leland Ave,Ravenswood Ave & Lawrence Ave,member,0.01341671161922741,340,146216,2534153,268,5.769817370932221
Aberdeen St & Jackson Blvd,Loomis St & Lexington St,member,0.01337725070270027,339,146555,2534153,269,5.783194621634921
State St & Chicago Ave,Ritchie Ct & Banks St,member,0.013298328869645992,337,146892,2534153,270,5.796492950504567
Sheridan Rd & Noyes St (NU),Sheridan Rd & Noyes St (NU),member,0.013298328869645992,337,147229,2534153,271,5.809791279374213
Blackstone Ave & 59th St,Woodlawn Ave & 58th St,member,0.013258867953118854,336,147565,2534153,272,5.823050147327332
Pine Grove Ave & Irving Park Rd,Pine Grove Ave & Irving Park Rd,member,0.013219407036591715,335,147900,2534153,273,5.836269554363923
Clark St & Lake St,Canal St & Madison St,member,0.013219407036591715,335,148235,2534153,274,5.849488961400516
Broadway & Waveland Ave,Wilton Ave & Belmont Ave,member,0.013219407036591715,335,148570,2534153,275,5.862708368437107
Broadway & Barry Ave,Broadway & Cornelia Ave,member,0.013219407036591715,335,148905,2534153,276,5.8759277754736985
Pine Grove Ave & Waveland Ave,Wilton Ave & Addison St,member,0.013179946120064574,334,149239,2534153,277,5.8891077215937635
Hampden Ct & Diversey Pkwy,Wilton Ave & Diversey Pkwy,member,0.013179946120064574,334,149573,2534153,278,5.902287667713828
Wells St & Hubbard St,Wells St & Elm St,member,0.013140485203537434,333,149906,2534153,279,5.915428152917365
Canal St & Madison St,Wells St & Huron St,member,0.013140485203537434,333,150239,2534153,280,5.928568638120903
Harper Ave & 55th St,University Ave & 57th St,member,0.013061563370483155,331,150570,2534153,281,5.941630201491386
Kingsbury St & Kinzie St,Clinton St & Jackson Blvd,member,0.013022102453956016,330,150900,2534153,282,5.954652303945342
Sheffield Ave & Fullerton Ave,Racine Ave & Wrightwood Ave,member,0.012982641537428877,329,151229,2534153,283,5.967634945482771
Pine Grove Ave & Irving Park Rd,Broadway & Waveland Ave,member,0.012982641537428877,329,151558,2534153,284,5.9806175870202
Morgan St & Polk St,900 W Harrison St,member,0.012982641537428877,329,151887,2534153,285,5.993600228557629
Larrabee St & Kingsbury St,Clinton St & Washington Blvd,member,0.012982641537428877,329,152216,2534153,286,6.006582870095058
Desplaines St & Kinzie St,Wells St & Hubbard St,member,0.012982641537428877,329,152545,2534153,287,6.019565511632486
Wells St & Elm St,Wells St & Walton St,member,0.012943180620901738,328,152873,2534153,288,6.032508692253388
Sheffield Ave & Wellington Ave,Broadway & Barry Ave,member,0.012943180620901738,328,153201,2534153,289,6.04545187287429
Damen Ave & Pierce Ave,Damen Ave & Chicago Ave,member,0.012943180620901738,328,153529,2534153,290,6.058395053495191
California Ave & Milwaukee Ave,Kedzie Ave & Palmer Ct,member,0.012943180620901738,328,153857,2534153,291,6.071338234116093
Halsted St & Roosevelt Rd,Clinton St & Jackson Blvd,member,0.0129037197043746,327,154184,2534153,292,6.0842419538204675
Green St & Madison St,Aberdeen St & Randolph St,member,0.0129037197043746,327,154511,2534153,293,6.097145673524842
Clinton St & Jackson Blvd,Halsted St & Polk St,member,0.0129037197043746,327,154838,2534153,294,6.110049393229217
Wabash Ave & 16th St,Federal St & Polk St,member,0.012864258787847457,326,155164,2534153,295,6.122913652017065
Shields Ave & 31st St,Emerald Ave & 31st St,member,0.012864258787847457,326,155490,2534153,296,6.1357779108049115
Sheridan Rd & Montrose Ave,Clarendon Ave & Gordon Ter,member,0.012864258787847457,326,155816,2534153,297,6.148642169592759
Canal St & Adams St,Clark St & Lake St,member,0.012864258787847457,326,156142,2534153,298,6.161506428380607
Wacker Dr & Washington St,Michigan Ave & Washington St,member,0.012824797871320319,325,156467,2534153,299,6.174331226251927
State St & Randolph St,Canal St & Madison St,member,0.012824797871320319,325,156792,2534153,300,6.187156024123248
Sheffield Ave & Webster Ave,Larrabee St & Webster Ave,member,0.012824797871320319,325,157117,2534153,301,6.199980821994568
Kingsbury St & Kinzie St 2,Clinton St & Washington Blvd 2,member,0.012824797871320319,325,157442,2534153,302,6.212805619865888
Indiana Ave & Roosevelt Rd,Michigan Ave & Jackson Blvd,member,0.012824797871320319,325,157767,2534153,303,6.225630417737209
Clark St & Lake St,Clinton St & Washington Blvd,member,0.012824797871320319,325,158092,2534153,304,6.2384552156085284
State St & Chicago Ave,State St & Chicago Ave,member,0.01278533695479318,324,158416,2534153,305,6.251240552563322
Indiana Ave & Roosevelt Rd,Federal St & Polk St,member,0.01274587603826604,323,158739,2534153,306,6.263986428601588
Cornell Ave & Hyde Park Blvd,University Ave & 57th St,member,0.01274587603826604,323,159062,2534153,307,6.276732304639854
University Ave & 57th St,University Ave & 59th St,member,0.0127064151217389,322,159384,2534153,308,6.289438719761593
State St & Kinzie St,New St & Illinois St,member,0.0127064151217389,322,159706,2534153,309,6.3021451348833315
Indiana Ave & Roosevelt Rd,Indiana Ave & Roosevelt Rd,member,0.0127064151217389,322,160028,2534153,310,6.314851550005071
Sheridan Rd & Argyle St,Sheridan Rd & Argyle St,member,0.012666954205211762,321,160349,2534153,311,6.327518504210282
Damen Ave & Pierce Ave,Damen Ave & Division St,member,0.012666954205211762,321,160670,2534153,312,6.340185458415494
Ritchie Ct & Banks St,Clark St & Elm St,member,0.012627493288684623,320,160990,2534153,313,6.352812951704179
Fairbanks Ct & Grand Ave,Wabash Ave & Grand Ave,member,0.012627493288684623,320,161310,2534153,314,6.365440444992863
