start_station_name,station_rides,total_stations,station_percent
Glenwood Ave & Morse Ave,17,19811,0.0858109131290697
Wabash Ave & Wacker Pl,17,19811,0.0858109131290697
Western Ave & Leland Ave,17,19811,0.0858109131290697
Milwaukee Ave & Armitage Ave,16,19811,0.08076321235677149
Ashland Ave & Augusta Blvd,16,19811,0.08076321235677149
Francisco Ave & Foster Ave,16,19811,0.08076321235677149
Damen Ave & Cortland St,16,19811,0.08076321235677149
St. Clair St & Erie St 1,16,19811,0.08076321235677149
Ashland Ave & Chicago Ave,16,19811,0.08076321235677149
Avondale Ave & Irving Park Rd,16,19811,0.08076321235677149
Kimball Ave & Belmont Ave,16,19811,0.08076321235677149
Loomis St & Jackson Blvd,16,19811,0.08076321235677149
Hastings LWS,16,19811,0.08076321235677149
Racine Ave & Belmont Ave,16,19811,0.08076321235677149
Morgan St & Lake St*,16,19811,0.08076321235677149
Dearborn St & Adams St,16,19811,0.08076321235677149
Milwaukee Ave & Fullerton Ave,16,19811,0.08076321235677149
Dearborn St & Maple St,16,19811,0.08076321235677149
Sheffield Ave & Fullerton Ave,16,19811,0.08076321235677149
Malcolm X College,15,19811,0.07571551158447327
Greenwood Ave & 47th St,15,19811,0.07571551158447327
Winthrop Ave & Lawrence Ave,15,19811,0.07571551158447327
Wabash Ave & Jackson Blvd,15,19811,0.07571551158447327
Sedgwick St & North Ave,15,19811,0.07571551158447327
Aberdeen St & Monroe St,15,19811,0.07571551158447327
Washtenaw Ave & Lawrence Ave,15,19811,0.07571551158447327
Milwaukee Ave & Rockwell St,15,19811,0.07571551158447327
North Boundary Park,15,19811,0.07571551158447327
Orleans St & Chestnut St (NEXT Apts),15,19811,0.07571551158447327
Southport Ave & Wrightwood Ave,15,19811,0.07571551158447327
Glenwood Ave & Touhy Ave,15,19811,0.07571551158447327
Larrabee St & Oak St,15,19811,0.07571551158447327
Ashland Ave & Grace St,15,19811,0.07571551158447327
Wells St & Washington St,15,19811,0.07571551158447327
St. Clair St & Erie St,15,19811,0.07571551158447327
Humboldt Blvd & Armitage Ave,15,19811,0.07571551158447327
Shore Dr & 53rd St,15,19811,0.07571551158447327
Harper Ave & 59th St,15,19811,0.07571551158447327
Fairfield Ave & Pratt Blvd,15,19811,0.07571551158447327
Michigan Ave & Ida B Wells Dr,15,19811,0.07571551158447327
Avers Ave & Belmont Ave,15,19811,0.07571551158447327
Damen Ave & Thomas St (Augusta Blvd),15,19811,0.07571551158447327
Troy St & Elston Ave,15,19811,0.07571551158447327
Wabash Ave & Cermak Rd,15,19811,0.07571551158447327
Halsted St & Maxwell St,15,19811,0.07571551158447327
Central Park Ave & Elbridge Ave,15,19811,0.07571551158447327
Sedgwick St & Schiller St,15,19811,0.07571551158447327
California Ave & Montrose Ave,14,19811,0.07066781081217506
Racine Ave & Fullerton Ave,14,19811,0.07066781081217506
Campbell Ave & North Ave,14,19811,0.07066781081217506
Elizabeth St & Randolph St,14,19811,0.07066781081217506
Larrabee St & Armitage Ave,14,19811,0.07066781081217506
Winchester Ave & Elston Ave,14,19811,0.07066781081217506
Halsted St & Wrightwood Ave,14,19811,0.07066781081217506
Ashland Ave & Wellington Ave,14,19811,0.07066781081217506
Blue Island Ave & 18th St,14,19811,0.07066781081217506
Sangamon St & Washington Blvd,14,19811,0.07066781081217506
California Ave & Francis Pl,14,19811,0.07066781081217506
Eckhart Park,14,19811,0.07066781081217506
Central Park Blvd & 5th Ave,13,19811,0.06562011003987683
Halsted St & Dickens Ave,13,19811,0.06562011003987683
Racine Ave & Congress Pkwy,13,19811,0.06562011003987683
Woodlawn Ave & Lake Park Ave,13,19811,0.06562011003987683
Sheffield Ave & Willow St,13,19811,0.06562011003987683
Wells St & Madison St,13,19811,0.06562011003987683
Troy St & North Ave,13,19811,0.06562011003987683
Damen Ave & Sunnyside Ave,13,19811,0.06562011003987683
Kenneth Ave & Lawrence Ave,13,19811,0.06562011003987683
Western Ave & Winnebago Ave,13,19811,0.06562011003987683
Western Blvd & 48th Pl,13,19811,0.06562011003987683
Kingsbury St & Kinzie St 1,13,19811,0.06562011003987683
Keeler Ave & Carmen Ave,12,19811,0.06057240926757862
Leavitt St & North Ave,12,19811,0.06057240926757862
Sangamon St & Lake St,12,19811,0.06057240926757862
Calumet Ave & 35th St,12,19811,0.06057240926757862
Public Rack - South Shore Dr & 71st St,12,19811,0.06057240926757862
Talman Ave & Addison St,12,19811,0.06057240926757862
Wacker Dr & Washington St,12,19811,0.06057240926757862
Racine Ave & 35th St,12,19811,0.06057240926757862
Morgan St & 31st St,12,19811,0.06057240926757862
Dearborn St & Monroe St,12,19811,0.06057240926757862
Michigan Ave & 11th St,12,19811,0.06057240926757862
State St & 35th St,12,19811,0.06057240926757862
Franklin St & Lake St,12,19811,0.06057240926757862
Franklin St & Washington St,12,19811,0.06057240926757862
Dorchester Ave & 53rd St,12,19811,0.06057240926757862
Cicero Ave & Wrightwood Ave,12,19811,0.06057240926757862
Bissell St & Armitage Ave*,12,19811,0.06057240926757862
California Ave & Division St,12,19811,0.06057240926757862
Stony Island Ave & 63rd St,11,19811,0.055524708495280406
Damen Ave & Charleston St,11,19811,0.055524708495280406
California Ave & North Ave,11,19811,0.055524708495280406
Manor Ave & Leland Ave,11,19811,0.055524708495280406
Burnham Greenway & 105th St,11,19811,0.055524708495280406
Racine Ave & Washington Blvd,11,19811,0.055524708495280406
Lincoln Ave & Dickens Ave,11,19811,0.055524708495280406
Broadway & Roscoe Ave,11,19811,0.055524708495280406
Wacker Dr & Randolph St,11,19811,0.055524708495280406
Leavitt St & Belmont Ave,11,19811,0.055524708495280406
Larrabee St & Kingsbury St,11,19811,0.055524708495280406
Clinton St & Washington Blvd 2,11,19811,0.055524708495280406
Emerald Ave & 31st St,11,19811,0.055524708495280406
Lincoln Ave & Addison St,11,19811,0.055524708495280406
Larrabee St & Kingsbury St 1,11,19811,0.055524708495280406
Stave St & Armitage Ave,11,19811,0.055524708495280406
State St & 33rd St,11,19811,0.055524708495280406
Ravenswood Ave & Berteau Ave,11,19811,0.055524708495280406
Ashland Ave & Wrightwood Ave,11,19811,0.055524708495280406
Dearborn St & Madison St,11,19811,0.055524708495280406
Calumet Ave & 21st St,11,19811,0.055524708495280406
Fulton Market,11,19811,0.055524708495280406
Paulina Ave & North Ave,11,19811,0.055524708495280406
Southport Ave & Clark St,11,19811,0.055524708495280406
Clinton St & Tilden St,11,19811,0.055524708495280406
MLK Jr Dr & Pershing Rd,11,19811,0.055524708495280406
Wentworth Ave & 33rd St,11,19811,0.055524708495280406
Western Ave & Division St,11,19811,0.055524708495280406
Stewart Ave & 83rd St,11,19811,0.055524708495280406
Evanston Civic Center,10,19811,0.05047700772298218
Halsted St & 21st St,10,19811,0.05047700772298218
Bernard St & Elston Ave,10,19811,0.05047700772298218
LaSalle St & Adams St,10,19811,0.05047700772298218
Halsted St & 35th St,10,19811,0.05047700772298218
Inner Lake Shore Dr & Aldine Ave,10,19811,0.05047700772298218
Central Park Ave & Bloomingdale Ave,10,19811,0.05047700772298218
Southport Ave & Clybourn Ave,10,19811,0.05047700772298218
Wolcott Ave & Polk St,10,19811,0.05047700772298218
Leavitt St & Division St,10,19811,0.05047700772298218
Clark St & Washington St,10,19811,0.05047700772298218
Bernard St & Peterson Ave,10,19811,0.05047700772298218
Aberdeen St & Carroll Ave,10,19811,0.05047700772298218
Knox Ave & Montrose Ave,10,19811,0.05047700772298218
Canal St & Taylor St,10,19811,0.05047700772298218
Racine Ave & Broadway,10,19811,0.05047700772298218
Sheffield Ave & Addison St,10,19811,0.05047700772298218
Albany Ave & Bloomingdale Ave,10,19811,0.05047700772298218
Bosworth Ave & Howard St,10,19811,0.05047700772298218
Kingsbury St & Kinzie St 2,10,19811,0.05047700772298218
Sawyer Ave & Irving Park Rd,10,19811,0.05047700772298218
Clark St & Columbia Ave,10,19811,0.05047700772298218
Larrabee St & Menomonee St,10,19811,0.05047700772298218
Clark St & Fletcher St,10,19811,0.05047700772298218
Elston Ave & Cortland St,10,19811,0.05047700772298218
Kedzie Ave & Chicago Ave,9,19811,0.04542930695068396
Lincoln Ave & Diversey Pkwy,9,19811,0.04542930695068396
Spaulding Ave & Armitage Ave,9,19811,0.04542930695068396
Leavitt St & Armitage Ave,9,19811,0.04542930695068396
Broadway & Cuyler Ave,9,19811,0.04542930695068396
Campbell Ave & Montrose Ave,9,19811,0.04542930695068396
Clark St & Arlington Pl,9,19811,0.04542930695068396
Ogden Ave & Race Ave,9,19811,0.04542930695068396
Lincoln Ave & Byron St,9,19811,0.04542930695068396
Granville Ave & Clark St,9,19811,0.04542930695068396
Damen Ave & Wellington Ave,9,19811,0.04542930695068396
Carpenter St & Huron St,9,19811,0.04542930695068396
Lincoln Ave & Winona St,9,19811,0.04542930695068396
Warren Park West,9,19811,0.04542930695068396
Central St & Girard Ave,9,19811,0.04542930695068396
Jeffery Blvd & 71st St,9,19811,0.04542930695068396
Damen Ave & Foster Ave,9,19811,0.04542930695068396
Damen Ave & Clybourn Ave,9,19811,0.04542930695068396
Ridge Blvd & Touhy Ave,9,19811,0.04542930695068396
Clark St & Touhy Ave,9,19811,0.04542930695068396
Franklin St & Adams St ,9,19811,0.04542930695068396
Western Ave & Roscoe St,9,19811,0.04542930695068396
Malden St & Wilson Ave,9,19811,0.04542930695068396
Kedzie Ave & Foster Ave,9,19811,0.04542930695068396
Clark St & Eddy St ,9,19811,0.04542930695068396
Wood St & 35th St,9,19811,0.04542930695068396
LaSalle St & Washington St,9,19811,0.04542930695068396
Damen Ave & Lake St,9,19811,0.04542930695068396
Kenwood Ave & 57th St,9,19811,0.04542930695068396
Wood St & Hubbard St,9,19811,0.04542930695068396
Archer Ave & Wentworth Ave,9,19811,0.04542930695068396
Winchester (Ravenswood) Ave & Balmoral Ave,9,19811,0.04542930695068396
Halsted St & Willow St,8,19811,0.040381606178385744
Racine Ave & 15th St,8,19811,0.040381606178385744
Streeter Dr/Grand Ave,8,19811,0.040381606178385744
Greenview Ave & Diversey Pkwy,8,19811,0.040381606178385744
Larrabee St & Division St,8,19811,0.040381606178385744
Western Ave & Monroe St,8,19811,0.040381606178385744
South Shore Dr & 74th St,8,19811,0.040381606178385744
Halsted St & Roosevelt Rd,8,19811,0.040381606178385744
Edgebrook Metra,8,19811,0.040381606178385744
Halsted St & Belden St,8,19811,0.040381606178385744
Fairfield Ave & Roosevelt Rd,8,19811,0.040381606178385744
Green St & Chicago Ave,8,19811,0.040381606178385744
Wells St & 19th St,8,19811,0.040381606178385744
Monticello Ave & Irving Park Rd,8,19811,0.040381606178385744
California Ave & Granville Ave,8,19811,0.040381606178385744
Damen Ave & St Paul Ave,8,19811,0.040381606178385744
Halsted St & 96th St,8,19811,0.040381606178385744
Ada St & Washington Blvd,8,19811,0.040381606178385744
Kostner Ave & Wrightwood Ave,8,19811,0.040381606178385744
Big Marsh Park,8,19811,0.040381606178385744
Western Ave & Grace St,8,19811,0.040381606178385744
Hermitage Ave & Polk St,8,19811,0.040381606178385744
Damen Ave & Madison St,8,19811,0.040381606178385744
Emerald Ave & 28th St,8,19811,0.040381606178385744
Valli Produce - Evanston Plaza,8,19811,0.040381606178385744
W 103rd St & S Avers Ave,8,19811,0.040381606178385744
Dodge Ave & Church St,8,19811,0.040381606178385744
Western Ave & Fillmore St,8,19811,0.040381606178385744
Dodge Ave & Main St,8,19811,0.040381606178385744
Larrabee St & North Ave,8,19811,0.040381606178385744
May St & Cullerton St,8,19811,0.040381606178385744
Wells St & Ohio St,8,19811,0.040381606178385744
Burnham Greenway & 112th St,8,19811,0.040381606178385744
Sangamon St & Adams St,8,19811,0.040381606178385744
Cottage Grove Ave & 51st St,8,19811,0.040381606178385744
Spaulding Ave & Division St,7,19811,0.03533390540608753
